;Payment_Behaviour
881;Low_spent_Small_value_payments
882;Low_spent_Large_value_payments
883;High_spent_Medium_value_payments
884;High_spent_Large_value_payments
885;Low_spent_Large_value_payments
886;High_spent_Small_value_payments
887;Low_spent_Small_value_payments
888;Low_spent_Small_value_payments
889;Low_spent_Small_value_payments
890;Low_spent_Medium_value_payments
891;High_spent_Large_value_payments
892;Low_spent_Medium_value_payments
893;Low_spent_Small_value_payments
894;Low_spent_Large_value_payments
895;Low_spent_Large_value_payments
896;High_spent_Small_value_payments
897;High_spent_Small_value_payments
898;Low_spent_Small_value_payments
899;Low_spent_Small_value_payments
900;High_spent_Medium_value_payments
901;High_spent_Large_value_payments
902;Low_spent_Small_value_payments
903;High_spent_Small_value_payments
904;Low_spent_Medium_value_payments
905;High_spent_Medium_value_payments
906;Low_spent_Small_value_payments
907;Low_spent_Small_value_payments
908;Low_spent_Medium_value_payments
909;High_spent_Small_value_payments
910;Low_spent_Small_value_payments
911;Low_spent_Small_value_payments
912;High_spent_Small_value_payments
913;Low_spent_Small_value_payments
914;Low_spent_Medium_value_payments
915;High_spent_Large_value_payments
916;Low_spent_Medium_value_payments
917;Low_spent_Small_value_payments
918;High_spent_Small_value_payments
919;Low_spent_Small_value_payments
920;Low_spent_Small_value_payments
921;Low_spent_Small_value_payments
922;High_spent_Small_value_payments
923;Low_spent_Small_value_payments
924;Low_spent_Small_value_payments
925;Low_spent_Small_value_payments
926;High_spent_Medium_value_payments
927;High_spent_Small_value_payments
928;Low_spent_Medium_value_payments
929;High_spent_Medium_value_payments
930;High_spent_Large_value_payments
931;High_spent_Large_value_payments
932;Low_spent_Medium_value_payments
933;Low_spent_Small_value_payments
934;High_spent_Small_value_payments
935;Low_spent_Medium_value_payments
936;High_spent_Medium_value_payments
937;High_spent_Medium_value_payments
938;High_spent_Small_value_payments
939;High_spent_Small_value_payments
940;Low_spent_Small_value_payments
941;High_spent_Medium_value_payments
942;High_spent_Large_value_payments
943;Low_spent_Medium_value_payments
944;High_spent_Small_value_payments
945;Low_spent_Large_value_payments
946;Low_spent_Medium_value_payments
947;High_spent_Medium_value_payments
948;High_spent_Large_value_payments
949;Low_spent_Small_value_payments
950;Low_spent_Small_value_payments
951;High_spent_Small_value_payments
952;Low_spent_Medium_value_payments
953;High_spent_Medium_value_payments
954;Low_spent_Small_value_payments
955;High_spent_Large_value_payments
956;High_spent_Large_value_payments
957;High_spent_Small_value_payments
958;High_spent_Small_value_payments
959;High_spent_Medium_value_payments
960;Low_spent_Small_value_payments
961;Low_spent_Medium_value_payments
962;Low_spent_Small_value_payments
963;Low_spent_Small_value_payments
964;Low_spent_Medium_value_payments
965;Low_spent_Small_value_payments
966;High_spent_Large_value_payments
967;High_spent_Medium_value_payments
968;Low_spent_Small_value_payments
969;Low_spent_Small_value_payments
970;Low_spent_Large_value_payments
971;High_spent_Small_value_payments
972;Low_spent_Medium_value_payments
973;Low_spent_Medium_value_payments
974;Low_spent_Small_value_payments
975;Low_spent_Small_value_payments
976;Low_spent_Medium_value_payments
977;Low_spent_Medium_value_payments
978;High_spent_Medium_value_payments
979;Low_spent_Small_value_payments
980;Low_spent_Medium_value_payments
981;High_spent_Large_value_payments
982;Low_spent_Large_value_payments
983;Low_spent_Large_value_payments
984;High_spent_Large_value_payments
985;Low_spent_Medium_value_payments
986;Low_spent_Small_value_payments
987;Low_spent_Small_value_payments
988;Low_spent_Medium_value_payments
989;Low_spent_Small_value_payments
990;Low_spent_Small_value_payments
991;High_spent_Medium_value_payments
992;High_spent_Large_value_payments
993;Low_spent_Medium_value_payments
994;Low_spent_Medium_value_payments
995;Low_spent_Medium_value_payments
996;Low_spent_Large_value_payments
997;High_spent_Medium_value_payments
998;High_spent_Large_value_payments
999;High_spent_Medium_value_payments
1000;Low_spent_Small_value_payments
1001;High_spent_Medium_value_payments
1002;Low_spent_Small_value_payments
1003;Low_spent_Large_value_payments
1004;Low_spent_Medium_value_payments
1005;High_spent_Medium_value_payments
1006;Low_spent_Small_value_payments
1007;High_spent_Large_value_payments
1008;Low_spent_Small_value_payments
1009;Low_spent_Small_value_payments
1010;High_spent_Small_value_payments
1011;Low_spent_Small_value_payments
1012;Low_spent_Small_value_payments
1013;Low_spent_Small_value_payments
1014;High_spent_Medium_value_payments
1015;Low_spent_Small_value_payments
1016;High_spent_Small_value_payments
1017;Low_spent_Large_value_payments
1018;Low_spent_Small_value_payments
1019;Low_spent_Small_value_payments
1020;Low_spent_Small_value_payments
1021;High_spent_Large_value_payments
1022;Low_spent_Medium_value_payments
1023;High_spent_Large_value_payments
1024;High_spent_Medium_value_payments
1025;High_spent_Medium_value_payments
1026;Low_spent_Large_value_payments
1027;Low_spent_Small_value_payments
1028;Low_spent_Small_value_payments
1029;High_spent_Small_value_payments
1030;Low_spent_Large_value_payments
1031;Low_spent_Small_value_payments
1032;Low_spent_Medium_value_payments
1033;Low_spent_Small_value_payments
1034;High_spent_Large_value_payments
1035;High_spent_Large_value_payments
1036;High_spent_Large_value_payments
1037;High_spent_Small_value_payments
1038;High_spent_Medium_value_payments
1039;Low_spent_Medium_value_payments
1040;High_spent_Large_value_payments
1041;High_spent_Small_value_payments
1042;High_spent_Medium_value_payments
1043;Low_spent_Large_value_payments
1044;Low_spent_Medium_value_payments
1045;High_spent_Medium_value_payments
1046;Low_spent_Small_value_payments
1047;Low_spent_Large_value_payments
1048;Low_spent_Medium_value_payments
1049;High_spent_Large_value_payments
1050;Low_spent_Medium_value_payments
1051;High_spent_Medium_value_payments
1052;High_spent_Small_value_payments
1053;High_spent_Small_value_payments
1054;High_spent_Small_value_payments
1055;Low_spent_Medium_value_payments
1056;Low_spent_Large_value_payments
1057;Low_spent_Large_value_payments
1058;High_spent_Large_value_payments
1059;Low_spent_Small_value_payments
1060;Low_spent_Small_value_payments
1061;High_spent_Large_value_payments
1062;High_spent_Small_value_payments
1063;High_spent_Small_value_payments
1064;High_spent_Large_value_payments
1065;Low_spent_Large_value_payments
1066;High_spent_Medium_value_payments
1067;High_spent_Large_value_payments
1068;High_spent_Small_value_payments
1069;High_spent_Large_value_payments
1070;Low_spent_Medium_value_payments
1071;Low_spent_Medium_value_payments
1072;High_spent_Medium_value_payments
1073;High_spent_Medium_value_payments
1074;Low_spent_Small_value_payments
1075;Low_spent_Small_value_payments
1076;Low_spent_Small_value_payments
1077;Low_spent_Small_value_payments
1078;Low_spent_Small_value_payments
1079;High_spent_Small_value_payments
1080;Low_spent_Small_value_payments
1081;High_spent_Large_value_payments
1082;Low_spent_Small_value_payments
1083;High_spent_Small_value_payments
1084;Low_spent_Small_value_payments
1085;High_spent_Medium_value_payments
1086;Low_spent_Small_value_payments
1087;High_spent_Large_value_payments
1088;High_spent_Large_value_payments
1089;High_spent_Small_value_payments
1090;Low_spent_Medium_value_payments
1091;Low_spent_Medium_value_payments
1092;Low_spent_Medium_value_payments
1093;Low_spent_Small_value_payments
1094;Low_spent_Small_value_payments
1095;Low_spent_Small_value_payments
1096;High_spent_Small_value_payments
1097;Low_spent_Large_value_payments
1098;High_spent_Medium_value_payments
1099;Low_spent_Medium_value_payments
1100;High_spent_Large_value_payments
1101;High_spent_Medium_value_payments
1102;High_spent_Small_value_payments
1103;High_spent_Medium_value_payments
1104;Low_spent_Small_value_payments
1105;Low_spent_Large_value_payments
1106;Low_spent_Medium_value_payments
1107;Low_spent_Medium_value_payments
1108;High_spent_Medium_value_payments
1109;High_spent_Medium_value_payments
1110;High_spent_Small_value_payments
1111;Low_spent_Medium_value_payments
1112;Low_spent_Small_value_payments
1113;High_spent_Small_value_payments
1114;High_spent_Small_value_payments
1115;High_spent_Medium_value_payments
1116;Low_spent_Small_value_payments
1117;Low_spent_Small_value_payments
1118;High_spent_Small_value_payments
1119;Low_spent_Small_value_payments
1120;High_spent_Medium_value_payments
1121;High_spent_Medium_value_payments
1122;Low_spent_Small_value_payments
1123;Low_spent_Small_value_payments
1124;Low_spent_Medium_value_payments
1125;Low_spent_Small_value_payments
1126;High_spent_Small_value_payments
1127;Low_spent_Medium_value_payments
1128;Low_spent_Large_value_payments
1129;Low_spent_Medium_value_payments
1130;Low_spent_Small_value_payments
1131;Low_spent_Small_value_payments
1132;High_spent_Large_value_payments
1133;Low_spent_Medium_value_payments
1134;High_spent_Medium_value_payments
1135;High_spent_Large_value_payments
1136;Low_spent_Small_value_payments
1137;Low_spent_Small_value_payments
1138;High_spent_Large_value_payments
1139;High_spent_Medium_value_payments
1140;High_spent_Large_value_payments
1141;High_spent_Large_value_payments
1142;High_spent_Large_value_payments
1143;High_spent_Medium_value_payments
1144;Low_spent_Small_value_payments
1145;Low_spent_Small_value_payments
1146;High_spent_Large_value_payments
1147;High_spent_Large_value_payments
1148;High_spent_Small_value_payments
1149;High_spent_Medium_value_payments
1150;High_spent_Medium_value_payments
1151;High_spent_Medium_value_payments
1152;High_spent_Large_value_payments
1153;High_spent_Large_value_payments
1154;Low_spent_Small_value_payments
1155;High_spent_Small_value_payments
1156;Low_spent_Medium_value_payments
1157;High_spent_Medium_value_payments
1158;Low_spent_Medium_value_payments
1159;Low_spent_Medium_value_payments
1160;Low_spent_Small_value_payments
1161;High_spent_Large_value_payments
1162;Low_spent_Large_value_payments
1163;Low_spent_Medium_value_payments
1164;High_spent_Small_value_payments
1165;High_spent_Large_value_payments
1166;High_spent_Medium_value_payments
1167;High_spent_Large_value_payments
1168;Low_spent_Small_value_payments
1169;Low_spent_Small_value_payments
1170;Low_spent_Medium_value_payments
1171;High_spent_Small_value_payments
1172;High_spent_Small_value_payments
1173;Low_spent_Small_value_payments
1174;High_spent_Medium_value_payments
1175;High_spent_Medium_value_payments
1176;Low_spent_Small_value_payments
1177;Low_spent_Large_value_payments
1178;Low_spent_Large_value_payments
1179;High_spent_Small_value_payments
1180;High_spent_Large_value_payments
1181;Low_spent_Medium_value_payments
1182;Low_spent_Large_value_payments
1183;Low_spent_Large_value_payments
1184;High_spent_Medium_value_payments
1185;High_spent_Large_value_payments
1186;High_spent_Large_value_payments
1187;High_spent_Medium_value_payments
1188;Low_spent_Small_value_payments
1189;High_spent_Medium_value_payments
1190;Low_spent_Large_value_payments
1191;Low_spent_Small_value_payments
1192;High_spent_Large_value_payments
1193;Low_spent_Medium_value_payments
1194;Low_spent_Medium_value_payments
1195;High_spent_Medium_value_payments
1196;Low_spent_Large_value_payments
1197;High_spent_Large_value_payments
1198;High_spent_Medium_value_payments
1199;High_spent_Small_value_payments
1200;High_spent_Medium_value_payments
1201;High_spent_Small_value_payments
1202;Low_spent_Large_value_payments
1203;Low_spent_Small_value_payments
1204;Low_spent_Small_value_payments
1205;High_spent_Medium_value_payments
1206;High_spent_Small_value_payments
1207;High_spent_Medium_value_payments
1208;Low_spent_Small_value_payments
1209;High_spent_Medium_value_payments
1210;High_spent_Small_value_payments
1211;High_spent_Medium_value_payments
1212;High_spent_Large_value_payments
1213;Low_spent_Small_value_payments
1214;Low_spent_Small_value_payments
1215;High_spent_Medium_value_payments
1216;High_spent_Medium_value_payments
1217;Low_spent_Medium_value_payments
1218;High_spent_Small_value_payments
1219;Low_spent_Small_value_payments
1220;High_spent_Medium_value_payments
1221;High_spent_Medium_value_payments
1222;Low_spent_Medium_value_payments
1223;High_spent_Medium_value_payments
1224;Low_spent_Large_value_payments
1225;Low_spent_Medium_value_payments
1226;High_spent_Large_value_payments
1227;Low_spent_Large_value_payments
1228;High_spent_Large_value_payments
1229;Low_spent_Large_value_payments
1230;High_spent_Medium_value_payments
1231;High_spent_Large_value_payments
1232;Low_spent_Small_value_payments
1233;Low_spent_Small_value_payments
1234;Low_spent_Large_value_payments
1235;High_spent_Medium_value_payments
1236;High_spent_Large_value_payments
1237;High_spent_Medium_value_payments
1238;High_spent_Medium_value_payments
1239;Low_spent_Large_value_payments
1240;Low_spent_Small_value_payments
1241;Low_spent_Small_value_payments
1242;Low_spent_Small_value_payments
1243;Low_spent_Medium_value_payments
1244;Low_spent_Small_value_payments
1245;Low_spent_Medium_value_payments
1246;Low_spent_Medium_value_payments
1247;High_spent_Medium_value_payments
1248;High_spent_Large_value_payments
1249;Low_spent_Medium_value_payments
1250;Low_spent_Small_value_payments
1251;Low_spent_Small_value_payments
1252;Low_spent_Small_value_payments
